   192
ANGSTROM
H     -1.403954   -7.762565   -3.625309 2
H     -8.569419   -0.119247   -2.945450 2
H      1.199216   -1.536717   -4.203885 2
H     -1.378110    4.264689    3.633816 2
H     -5.420593    2.162537    4.184872 2
H      4.002772   -0.105570    2.607378 2
H     -1.949271    0.843754    0.091348 2
H      2.799843    2.054794   -4.076620 2
H     -2.364939   -0.393888   -3.093961 2
H     -1.353505   -3.646000    5.378981 2
H      3.954474    6.014845   -6.250719 2
H      4.768107   -2.350733    5.497909 2
H      1.119670   -2.934775   -3.508198 2
H      1.754265    5.473770    3.167723 2
H     -0.645018   -3.185674    3.476499 2
H      0.628021    5.085493    0.805542 2
H     -6.860397    1.646901   -0.120107 2
H      0.786627   -1.679978   -0.719185 2
H     -4.459468    2.923754   -3.369189 2
H      3.288120    1.925825   -0.275748 2
H      4.271131    1.478065    4.987582 2
H     -2.309948   -6.352932    4.530415 2
H     -3.396068   -1.698431   -5.012756 2
H     -0.942402   -3.640691   -0.778984 2
H     -5.852090   -4.963687   -1.618414 2
H     -5.589203   -1.878770    4.350531 2
H      3.931006   -5.662309    1.408466 2
H      9.160058   -1.993788   -0.192313 2
H      3.407535   -2.579149   -7.924887 2
H     -4.363326   -5.976591    2.287839 2
H     -3.910198    1.191298    3.179421 2
H      4.926461    4.100479    3.254567 2
H      4.726149   -2.880782   -1.266581 2
H      2.611149   -4.485412    6.456351 2
H      2.488047   -3.352156    0.044208 2
H     -1.842912   -1.836933   -3.015443 2
H     -0.671531   -0.675908   -6.660659 2
H     -0.788003    0.615655    0.000000 2
H      1.585049   -0.480780   -7.861014 2
H     -1.042013    0.800474   -8.325781 2
H     -2.264505   -3.506105   -1.074585 2
H     -2.593565    4.006146    0.518088 2
H      1.771811    2.152429    0.576635 2
H      0.271350   -4.431307    3.999422 2
H      4.912626   -7.206025   -2.443986 2
H     -4.563431   -4.896550   -4.107542 2
H     -6.723441    0.059972    0.578313 2
H      5.766924   -4.186106    2.371989 2
H     -6.774389    2.072337    5.748082 2
H      5.589178    2.889891    3.103095 2
H      4.341285    4.369840    1.563967 2
H     -4.370990    0.792166   -2.003992 2
H     -4.920662   -1.510384   -4.667819 2
H     -1.349164    7.599878   -3.340171 2
H      3.224970   -1.090703    0.587124 2
H     -1.154568    3.129501   -2.856104 2
H      3.180292   -6.300721   -1.197944 2
H     -1.884971    6.965745    0.747402 2
H      3.659482   -5.027506   -5.950353 2
H      0.779555    3.722332    5.682073 2
H      1.579598    4.237818   -1.463655 2
H     -3.296137   -1.982419    2.135160 2
H     -3.321801    2.430634   -3.908212 2
H     -4.887361    0.217873   -5.447883 2
H     -0.026547   -6.997957   -3.669105 2
H     -7.817896   -1.504525   -2.949247 2
H      1.835716   -0.461231   -3.243680 2
H     -1.306496    4.291516    2.059666 2
H     -4.243901    2.822615    3.370323 2
H      4.926476   -0.779221    3.692164 2
H     -3.432298    1.376948    0.079963 2
H      2.971819    3.594241   -4.367007 2
H     -1.931790   -1.403590   -4.223863 2
H     -2.921339   -3.804984    5.399356 2
H      4.209681    4.500302   -5.897412 2
H      4.010106   -1.006150    5.179590 2
H      0.456202   -2.902893   -4.937390 2
H      3.310074    5.694010    3.046283 2
H      0.182640   -2.552783    4.658966 2
H      1.933976    5.140159   -0.074963 2
H     -7.941614    0.729276    0.567447 2
H      0.998999   -1.954100    0.818199 2
H     -5.160662    4.320364   -3.573153 2
H      4.550578    1.651375   -1.178340 2
H      2.775431    1.822917    5.345009 2
H     -1.524967   -7.651289    4.956877 2
H     -3.023432   -2.976201   -5.856700 2
H      0.216240   -4.097402   -1.744779 2
H     -4.429014   -4.598932   -2.189031 2
H     -5.635838   -3.431355    4.617178 2
H      4.914182   -6.405811    0.426446 2
H      8.579481   -1.747957   -1.636714 2
H      4.735223   -3.425000   -7.999561 2
H     -3.124031   -5.234933    2.918621 2
H     -5.409543    0.709640    3.240787 2
H      6.305377    4.726821    2.818582 2
H      3.948525   -4.028244   -2.016532 2
H      1.668526   -4.720947    7.697230 2
H      2.358380   -4.864945    0.466646 2
H     -1.374926   -1.544692   -1.539170 2
H      0.048750   -0.016163   -5.423837 2

